id,title,price,date,place,link
"10139016","Хүннү 1-р ээлжинд 4 өрөө 117.67 мкв байр","875 сая ₮","2 цагийн өмнө","УБ — Хан-Уул, Хүннү","https://www.unegui.mn/adv/10139016_khunnu-1-r-eelzhind-117-67mkv-4-oroo/"
"10145507","Улаанбаатар их дэлгүүр зүүн талд century business apartment 243мк penthouse","2.68 Тэрбум ₮","Өнөөдөр","УБ — Сүхбаатар, 220 мянгат","https://www.unegui.mn/adv/10145507_ulaanbaatar-ikh-delguur-zuun-tald-century-business-apartment-243mk-penthouse/"
"9390392","Хүннү 2222, 1-р ээлжид 4 өрөө 117.83 мкв байр","718.76 сая ₮ 770 сая ₮","Өнөөдөр","УБ — Хан-Уул, Хүннү","https://www.unegui.mn/adv/9390392_khunnu-2222-1-r-eelzhind-4-oroo-117-67m2-bair-khudaldana/"
"10116335","Бзд 26 хороо true-l хотхонд 90.2м2 4 өрөө орон сууц","500 сая ₮","Өнөөдөр","УБ — Баянзүрх, Баянзүрх, Хороо 26","https://www.unegui.mn/adv/10116335_bzd-26-khoroo-true-l-khotkhond-90-2m2-4-oroo-oron-suuts-khudaldana/"
"9821144","River garden 1, 4 өрөө | 180.3 мкв","1.48 Тэрбум ₮","Өнөөдөр","УБ — Хан-Уул, Хан-Уул, Хороо 18","https://www.unegui.mn/adv/9821144_river-garden-1-4-oroo-180-3m2-khudaldana/"
"9706500","River plaza 5 өрөө 213мк орон сууц","2 Тэрбум ₮","Өнөөдөр","УБ — Хан-Уул, Хан-Уул, Хороо 17","https://www.unegui.mn/adv/9706500_river-plaza-213m2-5-oroo-tansag-zeregleliin-oron-suuts-khudaldana/"
"10137260","Нисэхэд 2 өрөө байр 52м2","156 сая ₮","Өнөөдөр","УБ — Хан-Уул, Нисэх","https://www.unegui.mn/adv/10137260_nisekhed-2-oroo-bair-khudaldana/"
"10130021","Cбд 11-р хороолол 7-р байр 2 өрөө 60мкв","230 сая ₮","Өнөөдөр","УБ — Сүхбаатар, 11-р хороолол","https://www.unegui.mn/adv/10130021_cbd-11-r-khoroolol-7-r-bair-2-oroo-60mkv/"
"10144818","Баянбүрд ресидэнс C блокт 2 өрөө 65.21 мкв","235 сая ₮","Өчигдөр","УБ — Чингэлтэй, Баянбүрд","https://www.unegui.mn/adv/10144818_baianburd-residens-s-blok-shine-2-oroo-zarna/"
"10121947","Belmonte 1-т 115.47 мкв 5+ өрөө","580 сая ₮","Өчигдөр","УБ — Хан-Уул, Яармаг","https://www.unegui.mn/adv/10121947_belmonte-1-deer-7-s-deesh-davkhar/"
"10140104","Sky garden 379мк 6 өрөө penthouse","4.93 Тэрбум ₮","Өчигдөр","УБ — Хан-Уул, River Garden","https://www.unegui.mn/adv/10140104_sky-garden-379mk-6-oroo-penthouse-khudaldana/"
"10018992","ХУД, Sky garden-д 7 өрөө 362.61 мкв","4.53 Тэрбум ₮","Өчигдөр","УБ — Хан-Уул, Хан-Уул, Хороо 17","https://www.unegui.mn/adv/10018992_sky-garden-7oroo-khudaldana/"
"10144319","Hunnu plus 5 өрөө","1.62 Тэрбум ₮","1 өдрийн өмнө","УБ — Хан-Уул, Хан-Уул, Хороо 18","https://www.unegui.mn/adv/10144319_hunnu-plus-5-oroo/"
"10093473","ХУД, 8-р хороонд дуплекс 4 өрөө 93 мкв","353.4 сая ₮","2 өдрийн өмнө","УБ — Хан-Уул, Хан-Уул, Хороо 8","https://www.unegui.mn/adv/10093473_93-m2-dupleks-bair-zarna/"
"9684327","ХУД, River plaza-д 213 мкв 5 өрөө","2 Тэрбум ₮","2 өдрийн өмнө","УБ — Хан-Уул, Bella Vista","https://www.unegui.mn/adv/9684327_river-plaza-213mk-5-oroo-tansag-zeregleliin-oron-suuts-khudaldana/"
"10096225","Хүннү 2222 1-р ээлжинд 4 өрөө 117.67 мкв байр","882.52 сая ₮","2 өдрийн өмнө","УБ — Хан-Уул, Хүннү","https://www.unegui.mn/adv/10096225_khunnu2222-1-r-eelzhind-tokhilog-4-oroo-oron-suuts-khudaldana/"
"9885498","Ic town-д 44.1 мкв 1 өрөө","145.53 сая ₮","2 өдрийн өмнө","УБ — Хан-Уул, Хан-Уул, Хороо 8","https://www.unegui.mn/adv/9885498_nuuzh-orokhod-belen/"
"10120217","Бзд 2 өрөө орон сууц 66.01м2","297 сая ₮","Өнөөдөр","УБ — Баянзүрх, Баянзүрх, Хороо 22","https://www.unegui.mn/adv/10120217_barag-3-oroo-oron-suuts/"
"10144999","Төв аймаг батсүмбэр сум 2 өрөө байр 54мкв","135 сая ₮","Өнөөдөр","Төв, Төв","https://www.unegui.mn/adv/10144999_tov-aimag-batsumber-sum-2-oroo-bair-zarna/"
"10047658","Схд москва апартмент 3 өрөө 78.49мкв байр","327 сая ₮","Өнөөдөр","УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 22","https://www.unegui.mn/adv/10047658_moskva-apartment-3-oroo-bair-khudaldana/"
"10119387","Japan town c4 дээр 6 өрөө 277.8мкв орон сууц","2.92 Тэрбум ₮","Өчигдөр","УБ — Хан-Уул, Japan town","https://www.unegui.mn/adv/10119387_japantown-y-c4-deer-278mkv-6-oroo-oron-suuts-khudaldana/"
"10081301","Mandala garden hothond 4 uruu bair 106m2","455.8 сая ₮","Өчигдөр","УБ — Хан-Уул, Яармаг","https://www.unegui.mn/adv/10081301_mandala-garden-hothond-bair-zarna/"
"9881396","Ss garden хотхонд penthouse 482м2 7өрөө","6.8 Тэрбум ₮ 7.2 Тэрбум ₮","Өчигдөр","УБ — Хан-Уул, Хан-Уул, Хороо 18","https://www.unegui.mn/adv/9881396_ssgarden-khotkhond-tansag-zeregleliin-house-penthouse-zarna/"
"10119386","Japan town c4 6 өрөө 277.8мкв байр","2.92 Тэрбум ₮","Өчигдөр","УБ — Хан-Уул, Хан-Уул, Хороо 18","https://www.unegui.mn/adv/10119386_japan-town-c4-6-oroo-bair-zarna/"
"10119458","Гэрлүг витад 5 өрөө байр","1.07 Тэрбум ₮","Өчигдөр","УБ — Хан-Уул, Хан-Уул, Хороо 18","https://www.unegui.mn/adv/10119458_gerlug-vitad-5-oroo-bair-zarna/"
"10105633","Худ 3-р хороо таван богдын хойно хос даль хотхонд 1 өрөө 28 мкв байр","155 сая ₮","Өчигдөр","УБ — Хан-Уул, 19-р хороолол","https://www.unegui.mn/adv/10105633_khud-3-khoroo-tavan-bogdyn-khoino-khos-dal-khotkhond-1-oroo-28-mk/"
"10144481","Хүннү плас 5 өрөө 161.64мкв байр","1.62 Тэрбум ₮","Өчигдөр","УБ — Хан-Уул, Хүннү","https://www.unegui.mn/adv/10144481_khunnu-plas-5-oroo-bair/"
"10113999","Да хүрээ захын дэргэд 1 өрөө 23 м2","77 сая ₮","2 өдрийн өмнө","УБ — Баянзүрх, Да хүрээ","https://www.unegui.mn/adv/10113999_1-oroo-bair-zarna/"
"9913632","Худ solaris plus residence 3 өрөө 83.51мк орон сууц","585 сая ₮","2 өдрийн өмнө","УБ — Хан-Уул, Хан-Уул, Хороо 15","https://www.unegui.mn/adv/9913632_solaris-plus-residence-khud-iin-une-tsentei-bused-bairlakh-shine-3-oroo-oron/"
"10144199","Аманхуур 1 хотхонд 95.3мкв 5 өрөө","347 сая ₮","2 өдрийн өмнө","УБ — Баянзүрх, 14-р хороолол","https://www.unegui.mn/adv/10144199_ashigtai-bairlalttai-bair/"
"9750431","Tokyo town хотхонд 1-р ээлж, 195.7 мкв 7 өрөө орон сууц","1.35 Тэрбум ₮","2 өдрийн өмнө","УБ — Хан-Уул, Хан-Уул, Хороо 18","https://www.unegui.mn/adv/9750431_tokyo-town-khotkhond-1-r-eelzh-195-7-mkv-7-oroo-oron-suuts-khudaldana/"
"9729760","River garden time square хотхоны голд river plaza-д 213мкв 5 өрөө байр","2 Тэрбум ₮","3 өдрийн өмнө","УБ — Хан-Уул, River Garden","https://www.unegui.mn/adv/9729760_river-garden-time-square-khotkhony-gold-river-plaza-d-213mkv-5-oroo/"
"10107459","River garden-1 хотхонд 6 өрөө 275мкв байр","2.48 Тэрбум ₮","3 өдрийн өмнө","УБ — Хан-Уул, River Garden","https://www.unegui.mn/adv/10107459_river-garden-1-khotkhond-275m-kv-6-oroo-khudaldana/"
"10121527","Арга билиг хотхонд 68.85м2 3 өрөө","365 сая ₮","5 өдрийн өмнө","УБ — Сүхбаатар, Дөлгөөн нуур","https://www.unegui.mn/adv/10121527_arga-bilig-khotkhond-68-85m2-3-oroo/"
"10142179","Гэгээнтэн апартмент 94 мкв 3 өрөө","620 сая ₮","5 өдрийн өмнө","УБ — Хан-Уул, Хан-Уул, Хороо 18","https://www.unegui.mn/adv/10142179_gegeenten-apartment-94-mkv-3-oroo/"
"10118472","Бзд, 48-р сургуулийн хажууд 3 өрөө 76 мкв","290 сая ₮ 350 сая ₮","5 өдрийн өмнө","УБ — Баянзүрх, Баянзүрх, Хороо 1","https://www.unegui.mn/adv/10118472_48-r-surguulyn-khazhuud-3-oroo-bair-zarna/"
"10141901","Бзд харуул алтай хотхон 2 өрөө 55мкв байр","165 сая ₮","5 өдрийн өмнө","УБ — Баянзүрх, Баянзүрх, Хороо 8","https://www.unegui.mn/adv/10141901_bzd-kharuul-altai-khotkhon-2-oroo-55mkv-bair/"
"10141631","5 шард тавилгатай 1 өрөө байр 33м2","93 сая ₮","6 өдрийн өмнө","УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 38","https://www.unegui.mn/adv/10141631_5-shard-1-oroo-bair-zarna/"
"10115778","King tower-д 205,1 мкв 5 өрөө","748.62 сая ₮","6 өдрийн өмнө","УБ — Хан-Уул, King Tower","https://www.unegui.mn/adv/10115778_king-tower-d-205-1m2-5-n-oroo/"
"10137892","Зайсан, Royal green villa-д 312 мкв 5 өрөө пентхаус","1.15 Тэрбум ₮","1 долоо хоногийн өмнө","УБ — Хан-Уул, Зайсан","https://www.unegui.mn/adv/10137892_zaisan-royal-green-villa-d-5-oroo-pentkhaus-khudaldana/"
"10126400","Цагаанхуаранд 1 өрөө 22 м2","100 сая ₮ 115 сая ₮","1 долоо хоногийн өмнө","УБ — Баянзүрх, Баянзүрх, Хороо 14","https://www.unegui.mn/adv/10126400_tsagaankhuaran-d-1-oroo-bair-khudaldana/"
"10136767","Sky garden residence 5 өрөө 174,64м2","2.22 Тэрбум ₮","1 долоо хоногийн өмнө","УБ — Хан-Уул, Хан-Уул, Хороо 17","https://www.unegui.mn/adv/10136767_sky-garden-residence-5-oroo-khudaldana/"
"10135952","Бгд алтай хотхонд 4 өрөө орон сууц","364 сая ₮","1 долоо хоногийн өмнө","УБ — Баянгол, Алтай хотхон","https://www.unegui.mn/adv/10135952_bgd-altai-khotkhond-4-oroo-oron-suuts-2-ariun-tsevriin-orootei/"
"9959787","Seven star-т 4 өрөө 130.53мкв байр","626.4 сая ₮","1 долоо хоногийн өмнө","УБ — Хан-Уул, Хан-Уул, Хороо 11","https://www.unegui.mn/adv/9959787_sevenstar-130-53mkv-4-oroo/"
"10135521","Бгд 28-р хороо 10-р хороолол голден парк-2 хотхонд 2 өрөө 43м2 байр","135 сая ₮","1 долоо хоногийн өмнө","УБ — Баянгол, 10-р хороолол","https://www.unegui.mn/adv/10135521_bgd-28-khoroo-10-r-khoroolol-d-goldkn-park-2-khotkhond-2-oroo-bair/"
"10134282","11-р хороолол, сэлбэ хотхонд 133.7мкв 4өрөө","1 Тэрбум ₮","1 долоо хоногийн өмнө","УБ — Сүхбаатар, Сүхбаатар, Хороо 7","https://www.unegui.mn/adv/10134282_11-r-khooolol-selbe-khotkhond-133-7mkv-4oroo-khudaldana/"
"9984611","King tower-т дуплекс 5 өрөө дуплекс 215.0мкв","780 сая ₮ 817 сая ₮","1 долоо хоногийн өмнө","УБ — Хан-Уул, King Tower","https://www.unegui.mn/adv/9984611_king-tower-dupleks/"
"10101674","Хүннү2222 4 өрөө 117м2 байр","1.06 Тэрбум ₮","2 долоо хоногийн өмнө","УБ — Хан-Уул, Хан-Уул, Хороо 18","https://www.unegui.mn/adv/10101674_khunnu2222-4-oroo-best-bairshil/"
"10015686","Бгд, 11-р хороо, эх нялхсын хажууд 82.15 мкв 3 өрөө","394.32 сая ₮","3 долоо хоногийн өмнө","УБ — Баянгол, Баянгол, Хороо 11","https://www.unegui.mn/adv/10015686_bgd-11r-khoroo-ekh-nialkhasyn-khazhuud-50-ailyn-shine-oron-suuts-metall-fasadtai/"
"9712106","Голомт хотхоны зүүн талд 255 мкв 8 өрөө дүплекс","892.5 сая ₮","3 долоо хоногийн өмнө","УБ — Баянгол, Баруун 4 зам","https://www.unegui.mn/adv/9712106_baruun-4-zamd-dupleks-bair-zarna/"
"10145740","Хороолол, Өргөөгийн урд дэлгэмэлд гал тогоо тусдаа 80 мкв 3 өрөө","282 сая ₮","1 минутын өмнө","УБ — Баянгол, 3, 4 хороолол","https://www.unegui.mn/adv/10145740_khoroolol-orgoogiin-urd-delgemeld-gal-togoo-tusdaa-3-oroo/"
"10002144","Сбд ривер кастлед 66 м,кв 2 өрөө","430 сая ₮","2 минутын өмнө","УБ — Сүхбаатар, Сүхбаатар, Хороо 8","https://www.unegui.mn/adv/10002144_sbd-river-kastled-66-m-kv-2-oroo-zarna/"
"10145732","Tokyo town-2 хотхонд 3 өрөө орон сууц","638 сая ₮","10 минутын өмнө","УБ — Хан-Уул, Хан-Уул, Хороо 15","https://www.unegui.mn/adv/10145732_tokyo-town-2-khotkhond-3-oroo-oron-suuts-khudaldana/"
"10144759","БЗД, Сансарт 3 өрөө 72 мкв","260 сая ₮","13 минутын өмнө","УБ — Баянзүрх, 15-р хороолол","https://www.unegui.mn/adv/10144759_sansart-3-oroo-oron-suuts-zarna/"
"10036277","Худ аlpha zone хотхонд 2 өрөө 66.74мкв орон сууц","527.25 сая ₮","16 минутын өмнө","УБ — Хан-Уул, Хан-Уул, Хороо 15","https://www.unegui.mn/adv/10036277_alpha-zone-khotkhond-2-oroo-oron-suuts-khudaldana/"
"10113411","Seven star хотхонд 2 өрөө 68.2м2 орон сууц","296.67 сая ₮","17 минутын өмнө","УБ — Хан-Уул, Зайсан","https://www.unegui.mn/adv/10113411_seven-star-khotkhond-2-oroo-oron-suuts-khudaldana/"
"10135413","Хүннү плас хотхонд 4 өрөө орон сууц 96м2","864 сая ₮","19 минутын өмнө","УБ — Хан-Уул, Хүннү","https://www.unegui.mn/adv/10135413_khunnu-plas-khotkhond-4-oroo-oron-suuts/"
"10105775","БГД, 77-р сургуулийн зүүн талд зам дагуу 1 өрөө 35.16 мкв","133.61 сая ₮","20 минутын өмнө","УБ — Баянгол, Баянгол, Хороо 8","https://www.unegui.mn/adv/10105775_bgd-77-r-surguuliin-zuun-tald-zam-daguu-1oroo-35-16mkv/"
"9834864","Яармаг, нова виста хотхонд 3 өрөө 79 мкв","335 сая ₮","20 минутын өмнө","УБ — Хан-Уул, Яармаг","https://www.unegui.mn/adv/9834864_iaarmagt-nova-vista-khotkhond-3oroo-oron-suuts-khudaldana/"
"10081234","Зайсан будда вистад 4 өрөө орон сууц 122м2","870 сая ₮","20 минутын өмнө","УБ — Хан-Уул, Зайсан","https://www.unegui.mn/adv/10081234_zaisan-budda-vistad-4-oroo-oron-suuts-khudaldana/"
"10073179","Худ Оддын хотхонд 4 өрөө орон сууц 135мкв","648.48 сая ₮","20 минутын өмнө","УБ — Хан-Уул, Оддын хороолол","https://www.unegui.mn/adv/10073179_oddyn-khotkhond-4oroo-oron-suuts-khudaldana/"
"9720825","Акояа ресидэнс хотхонд 3 өрөө 112 мкв","840 сая ₮","21 минутын өмнө","УБ — Хан-Уул, Хан-Уул, Хороо 15","https://www.unegui.mn/adv/9720825_akoiaa-residens-khotkhond-3oroo-bair-khudaldana/"
"10135849","Цэнгэлдэх хотхонд 2р ээлж 3 өрөө орон сууц","650 сая ₮","21 минутын өмнө","УБ — Хан-Уул, 120 мянгат","https://www.unegui.mn/adv/10135849_tsengeldekh-khotkhond-2r-eelzh-3oroo-oron-suuts-khudaldana/"
"10138363","Hunnu 2222 хотхонд 4 өрөө 96мкв байр","672 сая ₮","22 минутын өмнө","УБ — Хан-Уул, Хүннү","https://www.unegui.mn/adv/10138363_hunnu2222/"
"9995371","Зайсан f.i апартмент 3 өрөө байр 73.2мкв","402.6 сая ₮","23 минутын өмнө","УБ — Хан-Уул, Хан-Уул, Хороо 11","https://www.unegui.mn/adv/9995371_zaisan-f-i-apartment-3-oroo-bair-zarna/"
"10121733","Elizabeth хотхонд 3 өрөө","505 сая ₮","25 минутын өмнө","УБ — Баянзүрх, Баянзүрх, Хороо 26","https://www.unegui.mn/adv/10121733_elizabeth-khotkhond-3-oroo/"
"10106047","Худ зайсан хааис-ийн төв сургуулийн хажууд 1 өрөө 34.9 мкв байр","140 сая ₮","26 минутын өмнө","УБ — Хан-Уул, Зайсан","https://www.unegui.mn/adv/10106047_khud-zaisan-khaais-tov-surguuliin-khazhuud-1oroo-34-9mkv/"
"10109101","Бзд 13-р хороолол шинэ монгол сургуулийн урд 1 өрөө 41.8 мкв байр","184 сая ₮","26 минутын өмнө","УБ — Баянзүрх, 13-р хороолол","https://www.unegui.mn/adv/10109101_bzd-13-r-khoroolol-shine-mongol-surguuliin-urd-1-oroo-41mkv/"
"10119310","ХУД, 18-р хороо, Gerlug vista-д 78.03 мкв 3 өрөө","708 сая ₮","28 минутын өмнө","УБ — Хан-Уул, Хан-Уул, Хороо 15","https://www.unegui.mn/adv/10119310_khud-18-r-khoroo-gerlug-vista-d-78-03mkv-3-oroo-khudaldana/"
"9966861","Бзд чулуун овооны номингийн хажуудах өрнөх хороололд 33.1 мкв 1 өрөө","135.71 сая ₮","28 минутын өмнө","УБ — Баянзүрх, Баянзүрх, Хороо 37","https://www.unegui.mn/adv/9966861_bzd-chuluun-ovoony-nomingiin-khazhuudakh-ornokh-khoroolold-33-1-mkv-1-oroo-khudaldana/"
"10131351","Яармаг богд виста хотхонд 3 өрөө байр 80m2","338.8 сая ₮","33 минутын өмнө","УБ — Хан-Уул, Viva city","https://www.unegui.mn/adv/10131351_iaarmag-bogd-vista-khotkhond-3-oroo-bair-khudaldana/"
"9937474","Худ саруул шилтгээн хотхонд 75.85мкв мастертай 3 өрөө орон сууц","386.83 сая ₮","35 минутын өмнө","УБ — Хан-Уул, Хан-Уул, Хороо 19","https://www.unegui.mn/adv/9937474_khud-saruul-shiltgeen-khotkhond-75-85mkv-mastertai-3-oroo-oron-suuts-khudaldana/"
"10145716","Бзд цайз 16 sky residence 2 хотхонд 1 өрөө 24мкв орон сууц","99 сая ₮","35 минутын өмнө","УБ — Баянзүрх, Цайз 16","https://www.unegui.mn/adv/10145716_bzd-tsaiz-16-sky-residence-2-khotkhond-1-oroo-oron-suuts-khudaldana/"
"10145715","Sunrise hothond uilchilgee yawuulah bolomjtoi 1dawkhriin 2 uruu bair","185 сая ₮","36 минутын өмнө","УБ — Баянзүрх, Баянзүрх, Хороо 26","https://www.unegui.mn/adv/10145715_sunrise-hothond-uilchilgee-yawuulah-bolomjtoi-1dawkhriin-2-uruu-bair-zarna/"
"10048958","БЗД-ийн Шүүхийн зүүн талд Сүлд хотхонд 3 өрөө 79.42 мкв","285 сая ₮","40 минутын өмнө","УБ — Баянзүрх, Сансар","https://www.unegui.mn/adv/10048958_bzd-iin-shuukhiin-zuun-tald-suld-khotkhond-3-oroo-79-42m2-oron-suuts-zarna/"
"10118728","Хотын төв, рremium residence-д 99.11 мкв 3 өрөө","800 сая ₮","43 минутын өмнө","УБ — Сүхбаатар, Сүхбаатар, Хороо 3","https://www.unegui.mn/adv/10118728_khotyn-tovd-premium-residence-d-3-oroo/"
"9963362","Баянбүрдэд гал тогоо тусдаа, 60 мкв 2 өрөө байр","250 сая ₮","45 минутын өмнө","УБ — Чингэлтэй, 50-р сургуулийн ойролцоо","https://www.unegui.mn/adv/9963362_baianburded-gal-togoo-tusdaa-zasvar-khiisen-shuud-nuuzh-orokhod-belen-bair/"
"10100598","Арслантай гүүр хуучин хаахүя-ны ард сэздс баруун хойд талд 3 өрөө 91.75мкв байр","385.35 сая ₮","46 минутын өмнө","УБ — Баянзүрх, Баянзүрх, Хороо 3","https://www.unegui.mn/adv/10100598_arslantai-guur-khuuchin-khaakhuia-ard-sezds-baruun-khoid-tald-bairlaltai/"
"9920693","Худ 17-р хороо modun-town 80.23мкв 3 өрөө байр","465.33 сая ₮","46 минутын өмнө","УБ — Хан-Уул, Хан-Уул, Хороо 17","https://www.unegui.mn/adv/9920693_khud-17-r-khoroo-modun-town/"
"10050563","Рашаант хотхонд 2 өрөө байр 47,98м2","225 сая ₮","47 минутын өмнө","УБ — Сүхбаатар, Сүхбаатар, Хороо 11","https://www.unegui.mn/adv/10050563_rashaant-khotkhond-utas-88590988/"
"10105088","Бзд - нарт хотхонд 3 өрөө 76.75мкв","260 сая ₮","47 минутын өмнө","УБ — Баянзүрх, Баянзүрх, Хороо 14","https://www.unegui.mn/adv/10105088_bzd-nart-khotkhond/"
"10007219","Гранд плаза худалдааны төвийн урд талд гал тогоо тусдаа 2 өрөө 52мкв байр","212 сая ₮","49 минутын өмнө","УБ — Баянгол, Баруун 4 зам","https://www.unegui.mn/adv/10007219_grand-plaza-khudaldaany-toviin-urd-tald-gal-togoo-tusdaa-2oroo-bair/"
"9980702","Сбд 5-р хороо баруун 4н зам голомт хотхон 94м2 3 өрөө","430 сая ₮","53 минутын өмнө","УБ — Сүхбаатар, Сүхбаатар, Хороо 5","https://www.unegui.mn/adv/9980702_sbd-5-r-khoroo-baruun-4n-zam-golomt-khotkhon-94m2-tseverkhen-3-oroo-khudaldana/"
"10009468","Бзд сүмбэр орд хотхонд 3 өрөө 67.65м2 байр","285 сая ₮","53 минутын өмнө","УБ — Баянзүрх, Баянзүрх, Хороо 26","https://www.unegui.mn/adv/10009468_bzd-sumber-ord-khotkhon-67-65m2-3-oroo-khudaldana/"
"10145699","Bzd hil hamgaalah yrunhii gazarin urd 3 uruu","195 сая ₮","53 минутын өмнө","УБ — Баянзүрх, 15-р хороолол","https://www.unegui.mn/adv/10145699_bzd-hil-hamgaalh-yrunhii-gazarin-urd/"
"10101125","Драгоны emart-н хойно москва хорооллын 18-р байранд 2 өрөө байр 61,41м2","185 сая ₮","54 минутын өмнө","УБ — Сонгинохайрхан, Москва хороолол","https://www.unegui.mn/adv/10101125_dragony-emart-n-khoino-moskva-khoroollyn-18-r-bairand-2-oroo-bair-khudaldana/"
"10118722","Удирдлагын академи 69.73m2","243 сая ₮","54 минутын өмнө","УБ — Хан-Уул, Хан-Уул, Хороо 17","https://www.unegui.mn/adv/10118722_udirdlagyn-akademi/"
"10012111","Hunnu 2222 1-р ээлж 4 өрөө 95.71мкв байр","650.83 сая ₮","54 минутын өмнө","УБ — Хан-Уул, Хүннү","https://www.unegui.mn/adv/10012111_hunnu2222-1-r-eelzh-4-oroo-khudaldana/"
"10107427","Өгөөмрийн зүүн талд 2 өрөө 51.85мкв","197 сая ₮","54 минутын өмнө","УБ — Баянзүрх, Өгөөмөр захын зүүн","https://www.unegui.mn/adv/10107427_ogoomriin-zuun-tald-2oroo/"
"10101248","Дэлгэрэх апартмент 2 т 3 өрөө байр 90,11м2","360 сая ₮","55 минутын өмнө","УБ — Баянзүрх, Баянзүрх, Хороо 22","https://www.unegui.mn/adv/10101248_delgerekh-apartment-2-t/"
"10039419","Тэнгисийн хойно 44.1м2 2 өрөө орон сууц","210 сая ₮","55 минутын өмнө","УБ — Чингэлтэй, Чингэлтэй, Хороо 6","https://www.unegui.mn/adv/10039419_tengisiin-khoino-44-1-m2-2-oroo-oron-suuts-khudaldana/"
"10145695","Титэм хотхонд 2 өрөө байр","180 сая ₮","59 минутын өмнө","УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 20","https://www.unegui.mn/adv/10145695_titem-khotkhond-2-oroo-bair-zarna/"
"10145690","Hilchin hothond 2 oroo","120 сая ₮","1 цагийн өмнө","УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 40","https://www.unegui.mn/adv/10145690_hilchin-hothond-2-oro-hymd-zarna/"
"10145679","Нисэхэд 2 өрөө 56мкв байр","160 сая ₮","1 цагийн өмнө","УБ — Хан-Уул, Нисэх","https://www.unegui.mn/adv/10145679_nisekh-2-oroo-56mkv-bair-zarna/"
"9859806","Сбд 3 хороо гал тогоо тусдаа 3 өрөө 107.4m2","354.42 сая ₮","1 цагийн өмнө","УБ — Сүхбаатар, Сүхбаатар, Хороо 3","https://www.unegui.mn/adv/9859806_sbd-3-khoroo-gal-togoo-tusdaa-3-oroo/"
"10145668","Худ 15-р хороо нарханы зүүн талд 3 өрөө 100м2 байр","455 сая ₮","1 цагийн өмнө","УБ — Хан-Уул, Хан-Уул, Хороо 15","https://www.unegui.mn/adv/10145668_khud-15-narkhany-zuun-tald-100m2-tai-3-oroo/"
"10130786","Sky garden - скай гарден хотхонд 4 өрөө байр 232м2","3.13 Тэрбум ₮","1 цагийн өмнө","УБ — Хан-Уул, Хан-Уул, Хороо 17","https://www.unegui.mn/adv/10130786_sky-garden-skai-garden-khotkhond/"
"10145662","Натурт 2 өрөө 47мкв байр","195 сая ₮","1 цагийн өмнө","УБ — Баянзүрх, Натур худалдааны төв","https://www.unegui.mn/adv/10145662_naturt-2-oroo-bair/"
"10118525","Агарта ресиденс 63мк 3 өрөө","255 сая ₮","1 цагийн өмнө","УБ — Хан-Уул, Хан-Уул, Хороо 23","https://www.unegui.mn/adv/10118525_agarta-residens-63mk-3-oroo-khudaldana/"
"9991452","Бзд кино үйлдвэрт гал тогоо тусдаа 3 өрөө 79мкв байр","230 сая ₮","1 цагийн өмнө","УБ — Баянзүрх, Баянзүрх, Хороо 5","https://www.unegui.mn/adv/9991452_gal-togoo-tusdaa-dulaakhan-3-oroo-bair-zarna/"
"10145628","Нисэхэд 2 өрөө 50 мкв","155 сая ₮","1 цагийн өмнө","УБ — Хан-Уул, Хан-Уул, Хороо 10","https://www.unegui.mn/adv/10145628_nisekhed-2-oroo-bair-50mkv/"
"9224806","Худ зайсанд 2 өрөө 60.66 мкв байр","220 сая ₮","2 цагийн өмнө","УБ — Хан-Уул, Зайсан","https://www.unegui.mn/adv/9224806_khud-zaisan/"
"10024210","Худ, 18-р хороо хүннү-2222 хотхон 1-р ээлж 4 өрөө орон сууц","800.16 сая ₮","2 цагийн өмнө","УБ — Хан-Уул, Хүннү","https://www.unegui.mn/adv/10024210_khud-18-r-khoroo-khunnu-2222-khotkhon-1-r-eelzh-4-oroo-oron-suuts-khudaldana/"
"9860527","Циркийн баруун талд байрлах time classic tower-т 102м.кв бүхий 3 өрөө орон сууц","759.02 сая ₮","2 цагийн өмнө","УБ — Сүхбаатар, Цирк","https://www.unegui.mn/adv/9860527_tsirkiin-baruun-tald-bairlakh-time-classic-tower-t-102m-kv-bukhii-3-oroo-oron-suuts/"
"9882662","Зайсан, морьтон резиденст 96.2 мкв 4 өрөө орон сууц","557.96 сая ₮","2 цагийн өмнө","УБ — Хан-Уул, Хан-Уул, Хороо 11","https://www.unegui.mn/adv/9882662_zaisan-morton-rezidenst-96-2-mkv-4-oroo-oron-suuts-khudaldana/"
"9858560","Чд 2-р хороо 40 50 мянгат, avenue residence хотхонд 113.48 мкв 3 өрөө орон сууц","703.58 сая ₮","2 цагийн өмнө","УБ — Сүхбаатар, Сүхбаатар, Хороо 3","https://www.unegui.mn/adv/9858560_chd-2-r-khoroo-40-50-miangat-avenue-residence-khotkhond-113-48-mkv-3-oroo-oron-suuts/"
